2022-09-03_14:43:18 MEM FREE: 22,9379 MEM TOTAL: 3431
2022-09-03_14:43:21 MEM FREE: 22,2676 MEM TOTAL: 3431
2022-09-03_14:43:24 MEM FREE: 21,5972 MEM TOTAL: 3431
2022-09-03_14:43:27 MEM FREE: 20,9268 MEM TOTAL: 3431
2022-09-03_14:43:30 MEM FREE: 20,2273 MEM TOTAL: 3431
2022-09-03_14:43:33 MEM FREE: 23,1929 MEM TOTAL: 3577
2022-09-03_14:43:36 MEM FREE: 21,6881 MEM TOTAL: 3588
2022-09-03_14:43:39 MEM FREE: 27,7374 MEM TOTAL: 3848
2022-09-03_14:43:42 MEM FREE: 22,8919 MEM TOTAL: 3616
2022-09-03_14:43:45 MEM FREE: 22,5233 MEM TOTAL: 3660
2022-09-03_14:43:48 MEM FREE: 27,3619 MEM TOTAL: 3866
2022-09-03_14:43:51 MEM FREE: 24,2359 MEM TOTAL: 3722
2022-09-03_14:43:54 MEM FREE: 21,5155 MEM TOTAL: 3606
2022-09-03_14:43:57 MEM FREE: 21,1475 MEM TOTAL: 3668
2022-09-03_14:44:00 MEM FREE: 24,2003 MEM TOTAL: 3814
2022-09-03_14:44:03 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:06 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:09 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:12 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:15 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:18 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:22 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:25 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:28 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:31 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:34 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:37 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:40 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:43 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:46 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:49 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:52 MEM FREE: 36,8728 MEM TOTAL: 3428
2022-09-03_14:44:55 MEM FREE: 36,8728 MEM TOTAL: 3428
